Date,Rolling 10,Rolling 20,Rolling 50,Rolling 100,Rolling 200
2024-04-30,436571,385036,388984,328204,446144
2024-05-01,361044,384607,388225,327814,445751
2024-05-02,301155,386196,388314,325132,445125
2024-05-03,303974,371355,375653,326082,443970
2024-05-06,308556,366008,374595,326514,441876
2024-05-07,282789,371790,377924,326924,438426
2024-05-08,270371,375986,379990,327021,437194
2024-05-09,269878,385402,372851,324785,435022
2024-05-10,340634,414784,385589,325202,435906
2024-05-13,368691,420286,389577,327213,433866
2024-05-14,399899,418235,392041,329995,431404
2024-05-15,428828,394936,385320,331667,430039
2024-05-16,434904,368029,380404,332521,428515
2024-05-17,437347,370660,382516,333992,425214
2024-05-20,436510,372533,379588,335360,423713
2024-05-21,426470,354630,375475,337267,423158
2024-05-22,426963,348667,375996,338815,422052
2024-05-23,423711,346794,376464,340695,421702
2024-05-24,345775,343205,372488,339882,419894
2024-05-28,334679,351685,364923,338240,419449
2024-05-29,318759,359329,364327,335543,419732
2024-05-30,475652,452240,400364,352489,427636
2024-05-31,556767,495835,416603,362496,430341
2024-06-03,609313,523330,426625,369820,426009
2024-06-04,660850,548680,436303,375056,427556
2024-06-05,710444,568457,444006,380688,429185
2024-06-06,727836,577399,447551,382455,429711
2024-06-07,825108,624409,467060,392893,433981
2024-06-10,852980,599378,468278,394500,434484
2024-06-11,858798,596739,470544,396210,434000
2024-06-12,891454,605106,476037,399899,435535
2024-06-13,758366,617009,486412,405780,437901
2024-06-14,709729,633248,494758,410593,440070
2024-06-17,674851,642082,492844,414915,441665
2024-06-18,671468,666159,500169,419955,443336
2024-06-20,653830,682137,506865,423415,445270
2024-06-21,684426,706131,518239,429102,447496
2024-06-24,663282,744195,536581,437625,449940
2024-06-25,662340,757660,538133,440203,450465
2024-06-26,668693,763746,540548,443180,450560
2024-06-27,635099,763276,536356,444205,449793
2024-06-28,624763,691564,529731,446343,450010
2024-07-01,623126,666427,525136,449649,448930
2024-07-02,603020,638936,525701,449817,446880
2024-07-03,590926,631197,533662,453191,438108
2024-07-05,557047,605438,526116,454690,436291
2024-07-08,508696,596561,523658,454864,433578
2024-07-09,433423,548353,523080,455667,432396
2024-07-10,438147,550244,527975,458724,432488
2024-07-11,436664,552679,533505,461050,432244
2024-07-12,443501,539300,537742,463363,432951
2024-07-15,402194,513478,537961,463093,431891
2024-07-16,364311,493718,537767,463041,430566
2024-07-17,352272,477646,535360,455507,430299
2024-07-18,400102,495514,551971,463283,433941
2024-07-19,429611,493329,555480,466702,434755
2024-07-22,456941,482819,560972,470481,436058
2024-07-23,469851,451637,563075,467963,436769
2024-07-24,475583,456865,554965,470277,437578
2024-07-25,470716,453690,553910,471744,437286
2024-07-26,491775,467638,556117,474079,439060
2024-07-29,500791,451493,552353,468837,437744
2024-07-30,515288,439799,553844,467124,437854
2024-07-31,574387,463329,562768,472642,437172
2024-08-01,528238,464170,570317,474952,435329
2024-08-02,533868,481739,576960,476218,436377
2024-08-05,533517,495229,582283,479139,436509
2024-08-06,519450,494650,582223,479343,436279
2024-08-07,495680,485632,584946,478717,434717
2024-08-08,478751,474733,582724,473824,433172
2024-08-09,434390,463083,579244,471786,431166
2024-08-12,425792,463292,542381,471373,428083
2024-08-13,424966,470127,527484,472043,423317
2024-08-14,358454,466420,512597,469611,422365
2024-08-15,328956,428597,503938,470121,422335
2024-08-16,294517,414192,493775,468890,415548
2024-08-19,275976,404747,491911,469731,413156
2024-08-20,274177,396814,472037,469548,410817
2024-08-21,288955,392317,472141,470209,410822
2024-08-22,384931,431841,487951,479248,412439
2024-08-23,413037,423713,483560,479798,412665
2024-08-26,414005,419899,473509,479960,410516
2024-08-27,394341,409653,464406,479582,409949
2024-08-28,398171,378312,457261,475052,410186
2024-08-29,388414,358685,447327,473748,408739
2024-08-30,391424,342970,441293,474079,408990
2024-09-03,388296,332136,432685,475462,408895
2024-09-04,389456,331817,417271,476926,408779
2024-09-05,384897,336926,416652,477393,408996
2024-09-06,299274,342103,414067,477308,407904
2024-09-09,294713,353875,415483,475920,406903
2024-09-10,306671,360338,409891,469811,398960
2024-09-11,330091,362216,405799,465468,397412
2024-09-12,366381,382276,409933,467817,398487
2024-09-13,369608,379011,403063,468363,397733
2024-09-16,359630,375527,401810,463963,396842
2024-09-17,353240,370768,401594,462626,396739
2024-09-18,340201,364829,398627,460854,396156
2024-09-19,346038,365468,398231,463103,396741
2024-09-20,355145,327209,397763,465634,397268
2024-09-23,336902,315808,394163,465953,397078
2024-09-24,333414,320043,396135,467048,397431
2024-09-25,314420,322255,395821,466794,395963
2024-09-26,311887,339134,401856,468608,397345
2024-09-27,380389,374998,399121,475546,401030
2024-09-30,386033,372831,393094,474287,400606
2024-10-01,397254,375247,389657,475314,401168
2024-10-02,414717,377459,387600,475338,400061
2024-10-03,395652,370845,382244,468605,396903
2024-10-04,388525,371835,381325,467618,397415
2024-10-07,389962,363432,373801,464959,397477
2024-10-08,377075,355244,371391,461872,396770
2024-10-09,371795,343107,367122,460483,396502
2024-10-10,332016,321952,353382,458075,396033
2024-10-11,262211,321300,345915,458116,396738
2024-10-14,257478,321755,337816,457388,397328
2024-10-15,252927,325091,333539,457911,398363
2024-10-16,268365,341541,337383,459803,400249
2024-10-17,297002,346327,342509,463727,401805
2024-10-18,292613,340569,344097,463411,400825
2024-10-21,297617,343789,346446,462845,399194
2024-10-22,333108,355091,352854,447618,400053
2024-10-23,357308,364551,353591,440537,401517
2024-10-24,368891,350454,355469,434033,401927
2024-10-25,375576,318894,355240,429589,402323
2024-10-28,386096,321787,356132,424953,402821
2024-10-29,367741,310334,351892,421901,402178
2024-10-30,356613,312489,353870,412954,402923
2024-10-31,328188,312595,350356,411248,402874
2024-11-01,376714,334664,342454,415203,405706
2024-11-04,393469,345543,342533,413046,406473
2024-11-05,360002,346555,342054,407781,406781
2024-11-06,358863,358085,346495,405451,408022
2024-11-07,435538,402214,362942,410102,412508
2024-11-08,445814,410695,366720,407023,413489
2024-11-11,479119,432608,373671,407482,415449
2024-11-12,494447,431094,373122,402904,416003
2024-11-13,470788,413701,370137,393704,415665
2024-11-14,473345,400767,368045,392349,416276
2024-11-15,480562,428638,378712,396389,419785
2024-11-18,463557,428513,376301,395892,420049
2024-11-19,464507,412254,373621,391756,419049
2024-11-20,450155,404509,370508,388154,418901
2024-11-21,398698,417118,369406,389669,419743
2024-11-22,399648,422731,372728,387895,420543
2024-11-25,374283,426701,376602,389206,421948
2024-11-26,483071,488759,399088,400341,427602
2024-11-27,527500,499144,407597,403112,429390
2024-11-29,527173,500259,404272,401251,429988
2024-12-02,466582,473572,400999,399381,430216
2024-12-03,478470,471014,404615,399389,431376
2024-12-04,493025,478766,405543,400839,431966
2024-12-05,497331,473743,407090,401456,432248
2024-12-06,468062,433380,400641,401248,428378
2024-12-09,448274,423961,386305,392713,427998
2024-12-10,429117,401700,385219,389156,427929
2024-12-11,308015,395543,381240,385448,427965
2024-12-12,263256,395378,377304,382452,425208
2024-12-13,261042,394107,377350,379797,425037
2024-12-16,256542,361562,374603,377964,424854
2024-12-17,252331,365401,377089,375445,424762
2024-12-18,240025,366525,378133,374762,421799
2024-12-19,233771,365551,379485,373304,420214
2024-12-20,239330,353696,382104,367743,420193
2024-12-23,230058,339166,379874,362895,418924
2024-12-24,217615,323366,377246,357531,416874
2024-12-26,203815,255915,371418,352478,415809
2024-12-27,195511,229384,362734,350058,414701
2024-12-30,178587,219814,353667,348088,413402
2024-12-31,167577,212060,349595,346846,410335
2025-01-02,151317,201824,347829,347137,409462
2025-01-03,138826,189426,339277,346066,408719
2025-01-06,134192,183981,334862,344227,408135
2025-01-07,118607,178969,332047,343758,406685
2025-01-08,116574,173316,328073,341656,405889
2025-01-10,143441,180528,328715,342423,405657
2025-01-13,168207,186011,331511,341701,405716
2025-01-14,193298,194405,330071,341971,405759
2025-01-15,230167,204377,334063,342209,406209
2025-01-16,245397,206487,323332,332893,406070
2025-01-17,298792,225055,328894,335713,407756
2025-01-21,339345,239086,335146,338600,409280
2025-01-22,346133,240163,332316,339406,409494
2025-01-23,360833,239720,317106,340024,407538
2025-01-24,364943,240759,311899,339309,406529
2025-01-27,365343,254392,305960,339815,406947
2025-01-28,364527,266367,305527,339324,407393
2025-01-29,382683,287991,312450,341293,409110
2025-01-30,374904,302535,314374,341210,409301
2025-01-31,376287,310842,302477,340594,408951
2025-02-03,324177,311485,301017,338659,407290
2025-02-04,300899,320122,302424,338022,403917
2025-02-05,297406,321769,301767,336137,400802
2025-02-06,295741,328287,296515,332960,400389
2025-02-07,310296,337620,294029,333378,400871
2025-02-10,306417,335880,292387,334494,399229
2025-02-11,291508,328017,267214,333151,397889
2025-02-12,288603,335643,264670,336134,398494
2025-02-13,269671,322287,262874,333573,398338
2025-02-14,271651,323969,263491,332245,398940
2025-02-18,303365,313771,265996,335306,400629
2025-02-19,305608,303253,264941,335242,401145
2025-02-20,298502,297954,262001,334546,400670
2025-02-21,289860,292801,260874,330758,399683
2025-02-24,302517,306407,264878,325591,400569
2025-02-25,300346,303382,266632,325926,400106
2025-02-26,301547,296528,265921,323581,399447
2025-02-27,350226,319414,282064,329684,402511
2025-02-28,368603,319137,284386,330868,399736
2025-03-03,401284,336468,292439,333521,400569
2025-03-04,439486,371425,303427,340258,402609
2025-03-05,444913,375260,305918,342026,401949
2025-03-06,464726,381614,308192,343839,402161
2025-03-07,484963,387411,310001,346052,402064
2025-03-10,537430,419974,326352,353113,405615
2025-03-11,546630,423488,332435,354841,406114
2025-03-12,576860,439204,340530,355974,406942
2025-03-13,512469,431347,345456,354095,406949
2025-03-14,526411,447507,353951,353809,408768
2025-03-17,528359,464821,364596,357096,410253
2025-03-18,477320,458403,368628,358228,410537
2025-03-19,470084,457498,372170,355723,401671
2025-03-20,483905,474316,378135,356498,398518
2025-03-21,509175,497069,388114,360081,397057
2025-03-24,443168,490299,391671,359872,394730
2025-03-25,435570,491100,390861,359788,392371
2025-03-26,442366,509613,395362,363436,392669
2025-03-27,487300,499884,404256,367163,390058
2025-03-28,460207,493309,399959,367011,389130
2025-03-31,446414,487386,404799,364065,389634
2025-04-01,453445,465383,399559,364226,388636
2025-04-02,484258,477171,401152,368149,387965
2025-04-03,548311,516108,418570,375443,390447
2025-04-04,650634,579905,446075,381590,395846
2025-04-07,733121,588144,465306,388603,397813
2025-04-08,811633,623601,480119,393039,400261
2025-04-09,842175,642271,490891,398209,400556
2025-04-10,872964,680132,502312,407381,400543
2025-04-11,918675,689441,508713,411544,401946
2025-04-14,935466,690940,516635,409556,402973
2025-04-15,921942,687694,519112,410065,402978
2025-04-16,905613,694935,522095,412260,402008
2025-04-17,859470,703890,530983,416375,402264
2025-04-21,752947,701791,537516,417015,403342
2025-04-22,697714,715417,542790,418410,403152
2025-04-23,662056,736844,551247,421817,405511
2025-04-24,612229,727202,555035,411125,405733
2025-04-25,538626,705795,552317,408494,405803
2025-04-28,504433,711554,555666,409270,405261
2025-04-29,469280,702373,556161,409826,404603
2025-04-30,470686,696314,552576,409286,404338
2025-05-01,467642,686627,554502,409721,405280
2025-05-02,438549,649009,558992,410497,405976
2025-05-05,404832,578890,560510,410692,405970
2025-05-06,390390,544052,560365,412621,402667
2025-05-07,365795,513926,564337,415485,402320
2025-05-08,398542,505385,574434,420178,402813
2025-05-09,391583,465104,560588,421326,401889
2025-05-12,437395,470914,569424,426905,403351
2025-05-13,485642,477461,573032,432736,405350
2025-05-14,530772,500729,570833,437130,406288
2025-05-15,546569,507105,574833,440376,407569
2025-05-16,553385,495967,576724,442458,407881
2025-05-19,565968,485400,576711,443356,405549
2025-05-20,581487,485939,569176,447764,405329
2025-05-21,595106,480450,574032,453234,405382
2025-05-22,582561,490552,575575,458052,405265
2025-05-23,601862,496723,578467,461961,406010
2025-05-27,572842,505119,578710,466331,407209
2025-05-28,558647,522144,579090,471843,409345
2025-05-29,650970,590871,605563,487096,417117
2025-05-30,644879,595724,609792,490981,418523
2025-06-02,665468,609427,613037,495586,419906
2025-06-03,666819,616393,608240,498177,420968
2025-06-04,641151,611319,608773,500222,420939
2025-06-05,628015,611560,612521,501691,422057
2025-06-06,604561,593561,608014,501688,421694
2025-06-09,609816,605839,602970,503613,422792
2025-06-10,664163,618503,619502,509730,425970
2025-06-11,690784,624715,627964,516381,424637
2025-06-12,556520,603745,626178,512868,424291
2025-06-13,544258,594569,621792,511472,425036
2025-06-16,513737,589603,606122,512346,425876
2025-06-17,504585,585702,579030,512552,426288
2025-06-18,498719,569935,561892,513599,426454
2025-06-20,482572,555293,546709,513414,426615
2025-06-23,480616,542588,535702,513296,426310
2025-06-24,452274,531045,518832,510572,425933
2025-06-25,373302,518733,510427,509570,425390
2025-06-26,315690,503237,504009,510322,425458
2025-06-27,301604,429062,502110,510611,424635
2025-06-30,289720,416989,498614,510354,424188
2025-07-01,307945,410841,495817,513400,424769
2025-07-02,322123,413354,492865,515191,424075
2025-07-03,339270,418994,490203,516497,424937
2025-07-07,340851,411711,482468,516857,425676
2025-07-08,368942,424779,487044,521040,427096
2025-07-09,397251,424763,490557,521437,428785
2025-07-10,435130,404216,496567,526116,429845
2025-07-11,445302,380496,499213,527687,429966
2025-07-14,483305,392454,504634,528605,431955
2025-07-15,588041,438880,522693,538598,436920
2025-07-16,611918,459931,530491,544741,439643
2025-07-17,612684,467403,534435,547473,439115
2025-07-18,611617,475443,534449,547407,436499
2025-07-21,640915,490883,537491,550914,438420
2025-07-22,635531,502236,534442,554438,439009
2025-07-23,659188,528220,544078,552333,441009
2025-07-24,655247,545188,540137,554781,442824
2025-07-25,695508,570405,541186,557109,445315
2025-07-28,680703,582004,534620,552727,446492
2025-07-29,583448,585744,530069,552451,447238
2025-07-30,520823,566370,523978,550351,447095
2025-07-31,520089,566386,525260,550986,448519
2025-08-01,531813,571715,524514,546845,449979
2025-08-04,506530,573722,519776,546904,450872
2025-08-05,484554,560042,514841,545208,450591
2025-08-06,436299,547744,510966,544716,449406
2025-08-07,401779,528513,505924,542317,448063
2025-08-08,340777,518143,497612,538351,447723
2025-08-11,321916,501310,468810,537186,447707
2025-08-12,310705,447076,463234,536513,446118
2025-08-13,325759,423291,456036,534536,445517
2025-08-14,303493,411791,452594,530417,445249
2025-08-15,275407,403610,451365,530069,444970
2025-08-18,254389,380460,445051,528786,444287
2025-08-19,259579,372066,445844,526929,445183
2025-08-20,263680,349989,441738,522354,444759
2025-08-21,256438,329109,424379,521940,444476
2025-08-22,267137,303957,412883,520423,442244
2025-08-25,278862,300389,413278,519728,441977
2025-08-26,291009,300857,412584,517188,442669
2025-08-27,304582,315170,414205,510164,442803
2025-08-28,418539,361016,435385,507208,444399
2025-08-29,447459,361433,441113,501503,445053
2025-09-02,506771,380580,449891,498300,445670
2025-09-03,545605,402592,458842,497272,447740
2025-09-04,589450,426565,469174,494003,450692
2025-09-05,624168,440303,474552,492490,452017
2025-09-08,634282,450709,476601,490305,449930
2025-09-09,625440,452151,478045,490078,450071
2025-09-10,626100,458554,479860,489237,450748
2025-09-11,616060,460321,475828,485822,451099
2025-09-12,511244,464891,473210,483037,450026
2025-09-15,508773,478116,475014,482609,450509
2025-09-16,480516,493644,477824,480146,450981
2025-09-17,450437,498021,475141,481093,446109
2025-09-18,412389,500920,472201,481379,444936
2025-09-19,412887,518527,470104,483335,446302
2025-09-22,391984,513133,465938,482575,446201
2025-09-23,381179,503309,457620,481127,445207
2025-09-24,378878,502489,438028,480360,445041
2025-09-25,382183,499121,429881,480186,445341
2025-09-26,387083,449164,428090,481262,445977
2025-09-29,366205,437489,425932,480190,446406
2025-09-30,358221,419368,421285,479388,447436
2025-10-01,465809,458123,441197,487819,453998
2025-10-02,500480,456435,440460,492269,456798
2025-10-03,515804,464346,442215,491176,459041
2025-10-06,541145,466564,435065,488126,460431
2025-10-07,562470,471824,433973,484297,460714
2025-10-08,573463,476170,436031,483050,461713
2025-10-09,573782,477983,440473,482226,462342
2025-10-10,583354,485219,440743,483001,463179
2025-10-13,586190,476198,436807,480660,464212
2025-10-14,567784,463003,433536,476656,464945
2025-10-15,431358,448583,430557,472699,465376
2025-10-16,436536,468508,440507,475736,468849
2025-10-17,407497,461651,443359,474642,470486
2025-10-20,392573,466859,445424,471518,471680
2025-10-21,403617,483043,450313,459562,473329
2025-10-22,381746,477605,450239,456737,473859
2025-10-23,372853,473318,449892,452964,474275
2025-10-24,353736,468545,450791,451693,474935
2025-10-27,347119,466654,451149,451257,475739
2025-10-28,355281,461533,453715,449383,475537
2025-10-29,403122,417240,459266,452555,477121
2025-10-30,372172,404354,462206,451972,477793
2025-10-31,364626,386062,464996,444688,477209
2025-11-03,364797,378685,464956,438920,477650
2025-11-04,361188,382402,466779,440028,476448
2025-11-05,374031,377889,466844,439714,475593
2025-11-06,364828,368841,461941,438073,475210
2025-11-07,351007,352371,437285,436335,474444
2025-11-10,342095,344607,430076,435595,474597
2025-11-11,324223,339752,417205,433548,473481
2025-11-12,307585,355354,411662,435252,474274
2025-11-13,281458,326815,400607,434890,472731
2025-11-14,270398,317512,394242,434397,471984
2025-11-17,255692,310245,389238,432920,471621
2025-11-18,243835,302511,390458,434251,472431
2025-11-19,239959,306995,389615,434738,472546
2025-11-20,240887,302858,386907,431367,472384
2025-11-21,275932,313469,390222,431716,473453
2025-11-24,298556,320326,388033,431523,474010
2025-11-25,390238,357231,399150,438487,477672
2025-11-26,460959,384272,413767,444454,482747
2025-11-28,496763,389110,417482,444842,483139
2025-12-01,512075,391236,414080,442092,484104
2025-12-02,525264,390478,415894,440916,484301
2025-12-03,528422,386128,419906,438763,483684
2025-12-04,577816,408887,429403,433715,486156
2025-12-05,592500,416693,428970,429426,487084
2025-12-08,581575,428753,429121,428605,488039
2025-12-09,591720,445138,433136,429534,488470
2025-12-10,514277,452258,430361,425823,488369
2025-12-11,415313,438136,403667,422432,488435
2025-12-12,381163,438963,393618,417039,484686
2025-12-15,409511,460793,392821,417518,486149
2025-12-16,404623,464943,388590,411827,484468
2025-12-17,409536,468979,389319,411646,482187
2025-12-18,359288,468552,386568,411299,481875
2025-12-19,377702,485101,389754,415114,482732
2025-12-22,360761,471168,384602,412672,481829
2025-12-23,324556,458138,380809,408808,477827
2025-12-24,305408,409843,377886,405711,476308
2025-12-26,299502,357408,377296,403927,474567
2025-12-29,291871,336517,364685,402596,473656
2025-12-30,237875,323693,358897,401128,471723
2025-12-31,219702,312162,354016,399720,469036
